hotel,is_canceled,lead_time,arrival_month_year,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel
Resort Hotel,0,298,16-Jul,2016,July,29,12,2,7,2,0,0,BB,IRL,Online TA,TA/TO
Resort Hotel,1,100,16-Jul,2016,July,29,13,0,3,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,90,16-Jul,2016,July,29,13,0,3,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,88,16-Jul,2016,July,29,13,0,3,2,0,0,BB,ESP,Direct,Direct
Resort Hotel,1,26,16-Jul,2016,July,29,13,0,3,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,23,16-Jul,2016,July,29,13,0,4,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,82,16-Jul,2016,July,29,13,0,4,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,23,16-Jul,2016,July,29,13,0,4,2,0,0,BB,FIN,Online TA,TA/TO
Resort Hotel,1,80,16-Jul,2016,July,29,13,0,4,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,95,16-Jul,2016,July,29,13,2,5,2,2,0,BB,FRA,Online TA,TA/TO
Resort Hotel,1,74,16-Jul,2016,July,29,13,2,5,2,0,0,BB,CZE,Online TA,TA/TO
Resort Hotel,0,259,16-Jul,2016,July,29,13,2,5,2,0,0,HB,IRN,Online TA,TA/TO
Resort Hotel,1,217,16-Jul,2016,July,29,14,0,2,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,28,16-Jul,2016,July,29,14,0,3,3,1,0,BB,CN,Online TA,TA/TO
Resort Hotel,1,102,16-Jul,2016,July,29,14,2,3,2,2,0,HB,ESP,Online TA,TA/TO
Resort Hotel,1,35,16-Jul,2016,July,29,14,2,3,2,0,0,HB,ESP,Online TA,TA/TO
Resort Hotel,1,50,16-Jul,2016,July,29,14,2,3,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,74,16-Jul,2016,July,29,14,2,4,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,279,16-Jul,2016,July,29,14,2,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,72,16-Jul,2016,July,29,14,2,5,2,1,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,10,16-Jul,2016,July,29,14,2,5,2,1,0,BB,PRT,Direct,Direct
Resort Hotel,1,297,16-Jul,2016,July,29,14,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,72,16-Jul,2016,July,29,14,1,3,2,0,0,BB,LUX,Online TA,TA/TO
Resort Hotel,1,16,16-Jul,2016,July,29,14,2,5,2,2,0,BB,CHE,Direct,Direct
Resort Hotel,1,331,16-Jul,2016,July,29,14,2,8,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,311,16-Jul,2016,July,29,14,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO
Resort Hotel,0,248,16-Jul,2016,July,29,14,4,10,3,0,0,BB,POL,Offline TA/TO,TA/TO
Resort Hotel,1,63,16-Jul,2016,July,29,15,0,2,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,0,16-Jul,2016,July,29,15,0,2,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,67,16-Jul,2016,July,29,15,0,2,2,0,0,BB,IRL,Online TA,TA/TO
Resort Hotel,1,25,16-Jul,2016,July,29,15,0,2,2,0,0,BB,FIN,Online TA,TA/TO
Resort Hotel,1,54,16-Jul,2016,July,29,15,0,2,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,23,16-Jul,2016,July,29,15,0,2,2,0,0,HB,ESP,Online TA,TA/TO
Resort Hotel,1,0,16-Jul,2016,July,29,15,0,2,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,333,16-Jul,2016,July,29,15,1,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,333,16-Jul,2016,July,29,15,1,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,333,16-Jul,2016,July,29,15,1,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,333,16-Jul,2016,July,29,15,1,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,333,16-Jul,2016,July,29,15,1,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,333,16-Jul,2016,July,29,15,1,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,51,16-Jul,2016,July,29,15,2,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,66,16-Jul,2016,July,29,15,2,4,2,0,1,HB,ESP,Online TA,TA/TO
Resort Hotel,1,216,16-Jul,2016,July,29,15,2,4,2,2,0,BB,NLD,Online TA,TA/TO
Resort Hotel,1,66,16-Jul,2016,July,29,15,2,4,2,2,0,BB,IRL,Online TA,TA/TO
Resort Hotel,1,305,16-Jul,2016,July,29,15,2,5,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,305,16-Jul,2016,July,29,15,2,5,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,143,16-Jul,2016,July,29,15,2,7,2,2,1,BB,PRT,Online TA,TA/TO
Resort Hotel,1,172,16-Jul,2016,July,29,15,2,7,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,191,16-Jul,2016,July,29,15,4,8,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,138,16-Jul,2016,July,29,16,1,1,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,83,16-Jul,2016,July,29,16,1,1,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,58,16-Jul,2016,July,29,16,2,2,1,0,0,BB,FRA,Online TA,TA/TO
Resort Hotel,1,103,16-Jul,2016,July,29,16,2,2,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,35,16-Jul,2016,July,29,16,2,2,2,0,0,BB,GBR,Online TA,TA/TO
Resort Hotel,1,20,16-Jul,2016,July,29,16,2,3,1,0,0,BB,LUX,Online TA,TA/TO
Resort Hotel,1,19,16-Jul,2016,July,29,16,2,3,2,0,0,BB,LUX,Online TA,TA/TO
Resort Hotel,1,19,16-Jul,2016,July,29,16,2,3,2,0,0,BB,LUX,Online TA,TA/TO
Resort Hotel,1,66,16-Jul,2016,July,29,16,2,3,2,2,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,66,16-Jul,2016,July,29,16,2,3,2,2,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,17,16-Jul,2016,July,29,16,2,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,152,16-Jul,2016,July,29,16,2,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,177,16-Jul,2016,July,29,16,2,5,2,0,0,Undefined,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,20,16-Jul,2016,July,29,16,2,3,2,0,0,BB,LUX,Online TA,TA/TO
Resort Hotel,1,144,16-Jul,2016,July,29,16,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,155,16-Jul,2016,July,29,16,2,5,2,0,0,Undefined,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,177,16-Jul,2016,July,29,16,2,5,3,0,0,Undefined,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,109,16-Jul,2016,July,29,16,2,5,2,0,0,HB,ESP,Online TA,TA/TO
Resort Hotel,1,109,16-Jul,2016,July,29,16,2,5,2,0,0,HB,ESP,Online TA,TA/TO
Resort Hotel,1,113,16-Jul,2016,July,29,16,2,5,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,144,16-Jul,2016,July,29,16,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,144,16-Jul,2016,July,29,16,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,144,16-Jul,2016,July,29,16,2,5,3,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,234,16-Jul,2016,July,29,16,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,109,16-Jul,2016,July,29,16,2,5,2,0,0,HB,ESP,Online TA,TA/TO
Resort Hotel,1,108,16-Jul,2016,July,29,16,2,6,2,0,0,HB,ESP,Online TA,TA/TO
Resort Hotel,1,105,16-Jul,2016,July,29,16,2,6,2,0,0,HB,ESP,Online TA,TA/TO
Resort Hotel,1,162,16-Jul,2016,July,29,16,4,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,281,16-Jul,2016,July,29,16,4,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,164,16-Jul,2016,July,29,16,4,10,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,165,16-Jul,2016,July,29,16,4,10,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,203,16-Jul,2016,July,29,16,6,12,2,2,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,146,16-Jul,2016,July,30,17,1,0,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,263,16-Jul,2016,July,30,17,2,3,2,2,0,Undefined,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,137,16-Jul,2016,July,30,17,2,3,2,0,1,Undefined,PRT,Direct,Direct
Resort Hotel,1,21,16-Jul,2016,July,30,17,2,3,2,0,0,BB,SWE,Online TA,TA/TO
Resort Hotel,1,107,16-Jul,2016,July,30,17,2,4,2,0,0,HB,PRT,Direct,Direct
Resort Hotel,1,203,16-Jul,2016,July,30,17,2,4,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,15,16-Jul,2016,July,30,17,2,4,2,0,0,Undefined,PRT,Direct,Direct
Resort Hotel,1,136,16-Jul,2016,July,30,17,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,193,16-Jul,2016,July,30,17,2,5,1,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,181,16-Jul,2016,July,30,17,2,5,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,184,16-Jul,2016,July,30,17,4,7,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,181,16-Jul,2016,July,30,17,4,8,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,181,16-Jul,2016,July,30,17,4,8,2,2,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,181,16-Jul,2016,July,30,17,4,8,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,181,16-Jul,2016,July,30,17,4,8,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,125,16-Jul,2016,July,30,17,4,10,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,185,16-Jul,2016,July,30,17,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,165,16-Jul,2016,July,30,17,4,6,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,0,16-Jul,2016,July,30,18,1,0,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,6,16-Jul,2016,July,30,18,1,0,1,0,0,BB,PRT,Corporate,Corporate
Resort Hotel,1,0,16-Jul,2016,July,30,18,1,0,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,200,16-Jul,2016,July,30,18,1,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,15,16-Jul,2016,July,30,18,1,3,1,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,200,16-Jul,2016,July,30,18,1,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,46,16-Jul,2016,July,30,18,1,3,2,0,0,BB,GBR,Online TA,TA/TO
Resort Hotel,1,200,16-Jul,2016,July,30,18,1,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,182,16-Jul,2016,July,30,18,1,4,3,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,99,16-Jul,2016,July,30,18,1,4,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,100,16-Jul,2016,July,30,18,1,4,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,130,16-Jul,2016,July,30,18,1,4,2,2,0,BB,NLD,Online TA,TA/TO
Resort Hotel,1,224,16-Jul,2016,July,30,18,1,4,2,1,1,HB,PRT,Online TA,TA/TO
Resort Hotel,1,182,16-Jul,2016,July,30,18,1,4,3,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,119,16-Jul,2016,July,30,18,1,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,109,16-Jul,2016,July,30,18,1,5,2,2,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,118,16-Jul,2016,July,30,18,1,5,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,93,16-Jul,2016,July,30,18,2,5,2,0,0,HB,GBR,Online TA,TA/TO
Resort Hotel,0,305,16-Jul,2016,July,30,18,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO
Resort Hotel,1,14,16-Jul,2016,July,30,18,2,5,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,0,305,16-Jul,2016,July,30,18,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO
Resort Hotel,1,167,16-Jul,2016,July,30,18,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,305,16-Jul,2016,July,30,18,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO
Resort Hotel,1,25,16-Jul,2016,July,30,18,3,5,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,114,16-Jul,2016,July,30,18,3,5,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,261,16-Jul,2016,July,30,18,3,6,3,1,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,0,16-Jul,2016,July,30,19,0,1,1,0,0,SC,PRT,Complementary,Direct
Resort Hotel,1,17,16-Jul,2016,July,30,19,0,3,2,0,0,BB,IND,Online TA,TA/TO
Resort Hotel,1,17,16-Jul,2016,July,30,19,0,3,2,0,0,BB,IND,Online TA,TA/TO
Resort Hotel,1,46,16-Jul,2016,July,30,19,0,3,2,2,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,17,16-Jul,2016,July,30,19,0,3,2,0,0,BB,IND,Online TA,TA/TO
Resort Hotel,1,174,16-Jul,2016,July,30,19,0,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,88,16-Jul,2016,July,30,19,0,5,2,0,0,HB,GEO,Online TA,TA/TO
Resort Hotel,1,119,16-Jul,2016,July,30,19,2,5,2,0,0,HB,ESP,Online TA,TA/TO
Resort Hotel,1,161,16-Jul,2016,July,30,19,2,8,2,2,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,29,16-Jul,2016,July,30,20,0,1,1,0,0,BB,PRT,Corporate,Corporate
Resort Hotel,1,1,16-Jul,2016,July,30,20,0,1,1,0,0,BB,PRT,Corporate,Corporate
Resort Hotel,0,266,16-Jul,2016,July,30,20,0,2,2,0,0,BB,CHE,Online TA,TA/TO
Resort Hotel,0,266,16-Jul,2016,July,30,20,0,2,2,0,0,BB,CHE,Online TA,TA/TO
Resort Hotel,1,114,16-Jul,2016,July,30,20,0,4,1,2,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,155,16-Jul,2016,July,30,20,1,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,29,16-Jul,2016,July,30,20,1,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,28,16-Jul,2016,July,30,20,1,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,155,16-Jul,2016,July,30,20,1,4,2,1,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,28,16-Jul,2016,July,30,20,1,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,163,16-Jul,2016,July,30,20,2,5,3,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,119,16-Jul,2016,July,30,20,2,5,2,0,0,BB,GBR,Online TA,TA/TO
Resort Hotel,1,2,16-Jul,2016,July,30,21,0,1,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,8,16-Jul,2016,July,30,21,0,1,1,0,0,BB,NULL,Corporate,Corporate
Resort Hotel,1,55,16-Jul,2016,July,30,21,0,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,55,16-Jul,2016,July,30,21,0,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,106,16-Jul,2016,July,30,21,1,3,2,2,0,BB,ARG,Online TA,TA/TO
Resort Hotel,1,114,16-Jul,2016,July,30,21,1,3,2,2,0,BB,USA,Online TA,TA/TO
Resort Hotel,1,114,16-Jul,2016,July,30,21,1,3,2,0,0,BB,USA,Online TA,TA/TO
Resort Hotel,1,114,16-Jul,2016,July,30,21,1,3,2,0,0,BB,USA,Online TA,TA/TO
Resort Hotel,1,106,16-Jul,2016,July,30,21,1,3,2,2,0,BB,ARG,Online TA,TA/TO
Resort Hotel,1,114,16-Jul,2016,July,30,21,2,3,2,2,0,BB,USA,Online TA,TA/TO
Resort Hotel,1,37,16-Jul,2016,July,30,21,2,3,2,0,0,BB,GBR,Online TA,TA/TO
Resort Hotel,1,114,16-Jul,2016,July,30,21,2,3,2,0,0,BB,USA,Online TA,TA/TO
Resort Hotel,1,114,16-Jul,2016,July,30,21,2,3,2,0,0,BB,USA,Online TA,TA/TO
Resort Hotel,1,169,16-Jul,2016,July,30,21,2,5,2,2,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,306,16-Jul,2016,July,30,21,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO
Resort Hotel,1,113,16-Jul,2016,July,30,21,2,6,2,0,0,BB,DEU,Online TA,TA/TO
Resort Hotel,1,10,16-Jul,2016,July,30,22,0,1,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,23,16-Jul,2016,July,30,22,0,1,2,0,0,BB,FRA,Online TA,TA/TO
Resort Hotel,1,23,16-Jul,2016,July,30,22,0,1,2,0,0,BB,FRA,Online TA,TA/TO
Resort Hotel,1,10,16-Jul,2016,July,30,22,0,1,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,112,16-Jul,2016,July,30,22,0,1,2,2,0,BB,PRT,Direct,Direct
Resort Hotel,1,59,16-Jul,2016,July,30,22,0,2,2,0,0,BB,BRA,Online TA,TA/TO
Resort Hotel,1,99,16-Jul,2016,July,30,22,0,2,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,34,16-Jul,2016,July,30,22,0,2,2,0,0,HB,ESP,Online TA,TA/TO
Resort Hotel,1,59,16-Jul,2016,July,30,22,0,2,2,0,0,BB,BRA,Online TA,TA/TO
Resort Hotel,1,127,16-Jul,2016,July,30,22,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,147,16-Jul,2016,July,30,22,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,32,16-Jul,2016,July,30,22,1,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,40,16-Jul,2016,July,30,22,2,4,2,0,0,BB,DZA,Online TA,TA/TO
Resort Hotel,1,59,16-Jul,2016,July,30,22,2,5,2,0,0,HB,LUX,Online TA,TA/TO
Resort Hotel,1,139,16-Jul,2016,July,30,22,2,5,2,0,0,BB,IRL,Online TA,TA/TO
Resort Hotel,1,17,16-Jul,2016,July,30,22,2,6,2,0,0,BB,IRL,Online TA,TA/TO
Resort Hotel,1,209,16-Jul,2016,July,30,22,2,7,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,0,16-Jul,2016,July,30,23,0,1,2,0,0,BB,FRA,Direct,Direct
Resort Hotel,1,31,16-Jul,2016,July,30,23,1,1,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,119,16-Jul,2016,July,30,23,2,3,2,0,0,HB,ESP,Online TA,TA/TO
Resort Hotel,1,142,16-Jul,2016,July,30,23,2,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,51,16-Jul,2016,July,30,23,2,4,2,0,1,HB,ESP,Online TA,TA/TO
Resort Hotel,1,110,16-Jul,2016,July,30,23,2,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,149,16-Jul,2016,July,30,23,2,5,3,0,0,FB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,74,16-Jul,2016,July,30,23,2,5,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,149,16-Jul,2016,July,30,23,2,5,2,1,0,FB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,149,16-Jul,2016,July,30,23,2,5,2,1,0,FB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,35,16-Jul,2016,July,30,23,2,5,2,2,0,BB,MAR,Online TA,TA/TO
Resort Hotel,1,59,16-Jul,2016,July,30,23,2,5,2,0,0,BB,GBR,Online TA,TA/TO
Resort Hotel,1,271,16-Jul,2016,July,30,23,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,209,16-Jul,2016,July,30,23,2,5,3,1,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,149,16-Jul,2016,July,30,23,2,5,2,0,0,FB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,162,16-Jul,2016,July,30,23,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,74,16-Jul,2016,July,30,23,2,5,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,149,16-Jul,2016,July,30,23,2,5,2,0,0,FB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,241,16-Jul,2016,July,30,23,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,111,16-Jul,2016,July,30,23,2,5,2,0,0,BB,AND,Online TA,TA/TO
Resort Hotel,1,98,16-Jul,2016,July,30,23,2,5,2,0,0,HB,GBR,Online TA,TA/TO
Resort Hotel,1,162,16-Jul,2016,July,30,23,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,199,16-Jul,2016,July,30,23,2,6,3,1,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,339,16-Jul,2016,July,30,23,4,8,2,2,0,BB,PRT,Direct,Direct
Resort Hotel,1,12,16-Jul,2016,July,31,24,1,0,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,12,16-Jul,2016,July,31,24,1,0,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,12,16-Jul,2016,July,31,24,1,0,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,12,16-Jul,2016,July,31,24,1,0,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,12,16-Jul,2016,July,31,24,1,0,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,191,16-Jul,2016,July,31,24,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,159,16-Jul,2016,July,31,24,2,2,2,2,0,Undefined,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,110,16-Jul,2016,July,31,24,2,2,2,0,0,BB,CN,Online TA,TA/TO
Resort Hotel,1,139,16-Jul,2016,July,31,24,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,284,16-Jul,2016,July,31,24,2,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,140,16-Jul,2016,July,31,24,2,3,2,0,0,BB,FRA,Online TA,TA/TO
Resort Hotel,1,200,16-Jul,2016,July,31,24,2,4,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,81,16-Jul,2016,July,31,24,2,4,2,0,0,HB,MAR,Online TA,TA/TO
Resort Hotel,1,48,16-Jul,2016,July,31,24,2,5,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,109,16-Jul,2016,July,31,24,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,186,16-Jul,2016,July,31,24,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,269,16-Jul,2016,July,31,24,4,6,2,0,0,BB,GBR,Offline TA/TO,TA/TO
Resort Hotel,1,42,16-Jul,2016,July,31,25,1,1,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,154,16-Jul,2016,July,31,25,1,2,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,24,16-Jul,2016,July,31,25,1,0,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,72,16-Jul,2016,July,31,25,1,1,2,0,0,HB,FRA,Online TA,TA/TO
Resort Hotel,1,42,16-Jul,2016,July,31,25,1,1,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,42,16-Jul,2016,July,31,25,1,1,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,48,16-Jul,2016,July,31,25,1,2,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,131,16-Jul,2016,July,31,25,1,2,2,2,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,262,16-Jul,2016,July,31,25,1,4,2,0,1,BB,PRT,Online TA,TA/TO
Resort Hotel,1,196,16-Jul,2016,July,31,25,1,4,2,1,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,174,16-Jul,2016,July,31,25,1,5,3,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,115,16-Jul,2016,July,31,25,1,5,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,145,16-Jul,2016,July,31,25,1,5,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,154,16-Jul,2016,July,31,25,1,5,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,115,16-Jul,2016,July,31,25,1,5,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,118,16-Jul,2016,July,31,25,2,5,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,118,16-Jul,2016,July,31,25,2,5,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,105,16-Jul,2016,July,31,25,2,5,1,0,0,BB,PRT,Groups,Corporate
Resort Hotel,1,5,16-Jul,2016,July,31,25,2,5,2,0,0,BB,DZA,Online TA,TA/TO
Resort Hotel,1,0,16-Jul,2016,July,31,25,2,5,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,173,16-Jul,2016,July,31,25,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,105,16-Jul,2016,July,31,25,3,5,1,0,0,BB,PRT,Groups,Corporate
Resort Hotel,0,83,16-Jul,2016,July,31,25,3,5,1,0,0,BB,GBR,Groups,Corporate
Resort Hotel,1,105,16-Jul,2016,July,31,25,3,5,1,0,0,BB,PRT,Groups,Corporate
Resort Hotel,1,221,16-Jul,2016,July,31,25,3,8,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,110,16-Jul,2016,July,31,26,0,2,2,0,1,BB,ESP,Online TA,TA/TO
Resort Hotel,1,183,16-Jul,2016,July,31,26,0,2,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,115,16-Jul,2016,July,31,26,1,5,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,40,16-Jul,2016,July,31,26,1,5,2,0,0,HB,GBR,Online TA,TA/TO
Resort Hotel,1,27,16-Jul,2016,July,31,26,0,4,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,40,16-Jul,2016,July,31,26,1,5,2,0,0,HB,GBR,Online TA,TA/TO
