order_id,customer_id,product_id,purchase_amount,is_reordered,purchased_on,event_time
O92692,C2074,P6821,45.29,1,2021-04-09 11:48:10,2024-05-02T05:39:18.542Z
O92693,C3020,P7763,74.72,1,2021-02-02 00:03:57,2024-05-02T05:39:18.542Z
O92694,C6674,P5462,7.78,0,2021-03-30 13:36:47,2024-05-02T05:39:18.542Z
O92695,C6026,P9096,69.68,0,2021-04-19 04:06:42,2024-05-02T05:39:18.542Z
O92696,C8877,P371,81.96,1,2021-04-11 19:11:12,2024-05-02T05:39:18.542Z
O92697,C25,P3040,59.79,0,2021-05-14 15:37:39,2024-05-02T05:39:18.542Z
O92698,C234,P15438,5.86,1,2020-07-16 07:54:21,2024-05-02T05:39:18.542Z
O92699,C8641,P9843,35.1,0,2021-03-27 06:36:04,2024-05-02T05:39:18.542Z
O92700,C29,P7972,61.99,0,2020-06-19 23:16:06,2024-05-02T05:39:18.542Z
O92701,C6424,P13177,30.52,0,2020-03-29 19:58:40,2024-05-02T05:39:18.542Z
O92702,C8816,P14990,61.35,1,2020-12-27 05:09:59,2024-05-02T05:39:18.542Z
O92703,C4937,P14670,17.67,1,2020-09-23 22:02:13,2024-05-02T05:39:18.542Z
O92704,C8365,P3537,66.81,0,2020-05-19 10:46:38,2024-05-02T05:39:18.542Z
O92705,C6335,P13360,49.68,0,2020-05-26 15:35:15,2024-05-02T05:39:18.542Z
O92706,C2330,P1514,94.22,0,2020-04-15 11:45:41,2024-05-02T05:39:18.542Z
O92707,C6835,P12739,1.88,1,2021-02-20 13:10:00,2024-05-02T05:39:18.542Z
O92708,C9644,P15915,97.19,1,2020-10-31 16:41:04,2024-05-02T05:39:18.542Z
O92709,C1561,P807,90.58,1,2020-12-20 02:48:26,2024-05-02T05:39:18.542Z
O92710,C3148,P4927,64.36,0,2021-03-03 15:58:42,2024-05-02T05:39:18.542Z
O92711,C4681,P11224,99.51,1,2021-03-02 17:06:16,2024-05-02T05:39:18.542Z
O92712,C4881,P6908,8.38,0,2020-11-29 01:13:33,2024-05-02T05:39:18.542Z
O92713,C3919,P16737,62.04,0,2020-09-12 15:18:43,2024-05-02T05:39:18.542Z
O92714,C9908,P11574,81.65,1,2020-05-26 06:21:24,2024-05-02T05:39:18.542Z
O92715,C6166,P5524,27.61,1,2020-12-11 01:55:22,2024-05-02T05:39:18.542Z
O92716,C1013,P14187,28.66,1,2020-10-19 10:39:56,2024-05-02T05:39:18.542Z
O92717,C5576,P934,14.95,1,2020-02-28 18:54:24,2024-05-02T05:39:18.542Z
O92718,C251,P14357,49.79,1,2020-12-26 19:28:52,2024-05-02T05:39:18.542Z
O92719,C1250,P13320,1.92,1,2021-03-12 09:13:09,2024-05-02T05:39:18.542Z
O92720,C8501,P14506,60.79,0,2021-04-30 05:22:16,2024-05-02T05:39:18.542Z
O92721,C2697,P825,49.79,1,2021-01-18 20:58:36,2024-05-02T05:39:18.542Z
O92722,C8914,P2721,4.8,1,2020-06-04 20:16:16,2024-05-02T05:39:18.542Z
O92723,C9500,P7311,72.07,0,2020-03-18 16:00:02,2024-05-02T05:39:18.542Z
O92724,C6840,P16687,44.17,1,2020-10-06 06:32:55,2024-05-02T05:39:18.542Z
O92725,C3418,P3184,65.47,0,2020-08-22 12:31:53,2024-05-02T05:39:18.542Z
O92726,C3695,P4230,66.55,1,2021-04-04 18:52:57,2024-05-02T05:39:18.542Z
O92727,C3797,P9897,76.71,1,2020-12-29 14:48:03,2024-05-02T05:39:18.542Z
O92728,C4541,P3413,37.99,0,2020-03-15 02:22:41,2024-05-02T05:39:18.542Z
O92729,C4114,P13836,81.83,1,2021-04-24 21:09:55,2024-05-02T05:39:18.542Z
O92730,C5796,P6703,21.38,0,2020-04-18 06:02:39,2024-05-02T05:39:18.542Z
O92731,C3570,P4725,40.68,1,2020-03-14 18:55:58,2024-05-02T05:39:18.542Z
O92732,C9191,P3489,54.58,0,2020-10-17 00:54:01,2024-05-02T05:39:18.542Z
O92733,C9904,P14667,58.49,1,2020-03-03 21:34:52,2024-05-02T05:39:18.542Z
O92734,C6169,P4077,13.96,1,2020-08-20 02:14:25,2024-05-02T05:39:18.542Z
O92735,C106,P5999,55.81,1,2020-05-20 20:48:59,2024-05-02T05:39:18.542Z
O92736,C9591,P1975,41.93,0,2021-04-01 01:20:40,2024-05-02T05:39:18.542Z
O92737,C8924,P9858,75.5,0,2020-11-18 22:47:54,2024-05-02T05:39:18.542Z
O92738,C1240,P15087,69.14,0,2020-09-26 19:51:56,2024-05-02T05:39:18.542Z
O92739,C3874,P6355,96.35,1,2020-09-11 23:22:41,2024-05-02T05:39:18.542Z
O92740,C7244,P9203,93.79,1,2020-12-28 16:42:42,2024-05-02T05:39:18.542Z
O92741,C6280,P8831,69.53,1,2021-05-31 09:13:32,2024-05-02T05:39:18.542Z
O92742,C7431,P4088,86.9,1,2021-04-02 16:02:01,2024-05-02T05:39:18.542Z
O92743,C5130,P8965,31.68,1,2020-10-06 00:38:45,2024-05-02T05:39:18.542Z
O92744,C8168,P9697,5.93,0,2020-05-25 00:03:58,2024-05-02T05:39:18.542Z
O92745,C6519,P4956,10.93,1,2020-02-04 15:11:27,2024-05-02T05:39:18.542Z
O92746,C6350,P9125,20.48,1,2021-05-26 15:09:12,2024-05-02T05:39:18.542Z
O92747,C3903,P1955,49.4,1,2021-03-28 21:22:05,2024-05-02T05:39:18.542Z
O92748,C4549,P6208,66.69,1,2020-01-04 17:51:32,2024-05-02T05:39:18.542Z
O92749,C5956,P3338,8.32,1,2020-08-27 21:29:21,2024-05-02T05:39:18.542Z
O92750,C5950,P3474,12.36,1,2020-03-17 04:50:28,2024-05-02T05:39:18.542Z
O92751,C1516,P4643,76.58,0,2020-02-06 12:28:24,2024-05-02T05:39:18.542Z
O92752,C6352,P8027,98.35,0,2020-07-04 10:06:30,2024-05-02T05:39:18.542Z
O92753,C4052,P422,84.56,1,2021-03-25 05:30:45,2024-05-02T05:39:18.542Z
O92754,C7349,P12856,35.72,0,2020-04-08 20:05:44,2024-05-02T05:39:18.542Z
O92755,C7475,P16707,42.8,1,2020-09-10 15:21:51,2024-05-02T05:39:18.542Z
O92756,C1467,P3598,48.58,0,2021-01-30 01:47:59,2024-05-02T05:39:18.542Z
O92757,C8985,P12585,39.24,1,2021-04-10 02:21:35,2024-05-02T05:39:18.542Z
O92758,C1454,P16826,82.78,0,2020-06-15 01:34:20,2024-05-02T05:39:18.542Z
O92759,C4003,P6185,60.02,1,2020-12-04 17:35:37,2024-05-02T05:39:18.542Z
O92760,C4267,P299,88.68,0,2020-03-04 13:57:35,2024-05-02T05:39:18.543Z
O92761,C4982,P7129,49.37,0,2021-01-15 21:31:16,2024-05-02T05:39:18.543Z
O92762,C2172,P9092,92.89,1,2020-06-11 12:50:57,2024-05-02T05:39:18.543Z
O92763,C9578,P13866,67.3,1,2021-02-21 12:05:24,2024-05-02T05:39:18.543Z
O92764,C6961,P334,96.4,0,2020-08-19 06:10:15,2024-05-02T05:39:18.543Z
O92765,C3421,P8304,39.26,0,2020-09-19 17:40:36,2024-05-02T05:39:18.543Z
O92766,C3644,P1633,55.86,0,2020-08-06 07:45:44,2024-05-02T05:39:18.543Z
O92767,C4954,P11610,64.79,0,2020-04-28 15:14:20,2024-05-02T05:39:18.543Z
O92768,C9044,P8482,32.13,0,2021-05-07 20:44:38,2024-05-02T05:39:18.543Z
O92769,C4350,P251,77.75,1,2021-02-25 22:32:41,2024-05-02T05:39:18.543Z
O92770,C7576,P8615,21.13,1,2020-09-03 18:50:16,2024-05-02T05:39:18.543Z
O92771,C3339,P3053,44.77,1,2020-02-24 19:11:18,2024-05-02T05:39:18.543Z
O92772,C2921,P2317,18.84,0,2021-01-30 13:37:05,2024-05-02T05:39:18.543Z
O92773,C5535,P2535,69.85,1,2020-11-03 19:29:44,2024-05-02T05:39:18.543Z
O92774,C3388,P3098,42.95,1,2021-05-14 06:57:47,2024-05-02T05:39:18.543Z
O92775,C2527,P5932,90.63,0,2020-01-19 23:51:10,2024-05-02T05:39:18.543Z
O92776,C5374,P13615,66.76,1,2020-01-19 13:02:17,2024-05-02T05:39:18.543Z
O92777,C2522,P9728,36.23,1,2021-01-07 21:20:18,2024-05-02T05:39:18.543Z
O92778,C8055,P5492,16.57,1,2021-02-19 15:33:48,2024-05-02T05:39:18.543Z
O92779,C1798,P15592,2.9,0,2020-10-14 20:02:07,2024-05-02T05:39:18.543Z
O92780,C5433,P5001,88.04,1,2021-01-18 06:54:18,2024-05-02T05:39:18.543Z
O92781,C8342,P7788,59.7,0,2020-12-28 22:26:41,2024-05-02T05:39:18.543Z
O92782,C7695,P8220,81.05,1,2020-05-03 07:55:28,2024-05-02T05:39:18.543Z
O92783,C3212,P9574,93.28,1,2020-11-02 23:03:46,2024-05-02T05:39:18.543Z
O92784,C8150,P10181,29.4,1,2021-04-22 11:36:32,2024-05-02T05:39:18.543Z
O92785,C6059,P4045,95.74,1,2021-04-02 19:42:22,2024-05-02T05:39:18.543Z
O92786,C5229,P12086,57.71,0,2020-09-16 19:28:00,2024-05-02T05:39:18.543Z
O92787,C1406,P2967,76.4,0,2020-10-30 14:32:31,2024-05-02T05:39:18.543Z
O92788,C4559,P318,1.04,1,2021-02-27 02:10:51,2024-05-02T05:39:18.543Z
O92789,C8657,P7342,73.6,1,2020-10-17 21:03:56,2024-05-02T05:39:18.543Z
O92790,C275,P3977,15.27,1,2020-11-15 17:58:50,2024-05-02T05:39:18.543Z
O92791,C4819,P4538,49.03,1,2021-05-05 18:17:01,2024-05-02T05:39:18.543Z
O92792,C1570,P10695,11.33,1,2020-07-05 19:08:39,2024-05-02T05:39:18.543Z
O92793,C3096,P4022,15.88,1,2020-04-11 16:24:46,2024-05-02T05:39:18.543Z
O92794,C6566,P3367,52.81,1,2021-04-14 09:03:23,2024-05-02T05:39:18.543Z
O92795,C2915,P4591,31.86,0,2020-02-06 04:01:14,2024-05-02T05:39:18.543Z
O92796,C2564,P13042,20.38,1,2021-04-03 05:48:07,2024-05-02T05:39:18.543Z
O92797,C3351,P3582,39.98,1,2020-09-06 10:12:38,2024-05-02T05:39:18.543Z
O92798,C3368,P12517,75.51,1,2020-05-28 15:32:18,2024-05-02T05:39:18.543Z
O92799,C6864,P1154,73.96,1,2021-01-02 18:31:17,2024-05-02T05:39:18.543Z
O92800,C5794,P1020,26.22,0,2020-10-18 08:33:42,2024-05-02T05:39:18.543Z
O92801,C3216,P5198,100.23,1,2021-05-24 10:47:54,2024-05-02T05:39:18.543Z
O92802,C1548,P96,100.28,1,2020-05-18 16:39:11,2024-05-02T05:39:18.543Z
O92803,C9448,P15875,7.83,1,2020-02-16 10:12:28,2024-05-02T05:39:18.543Z
O92804,C7208,P11005,98.92,1,2020-04-07 14:10:01,2024-05-02T05:39:18.543Z
O92805,C5420,P1242,10.78,1,2020-09-18 07:22:53,2024-05-02T05:39:18.543Z
O92806,C7041,P15316,25.24,1,2020-02-26 05:34:51,2024-05-02T05:39:18.543Z
O92807,C556,P989,51.82,1,2021-01-08 12:17:27,2024-05-02T05:39:18.543Z
O92808,C2759,P5469,13.65,1,2020-11-26 22:48:03,2024-05-02T05:39:18.543Z
O92809,C6810,P10076,71.05,1,2020-09-17 00:36:49,2024-05-02T05:39:18.543Z
O92810,C466,P2357,7.67,1,2021-05-24 12:16:36,2024-05-02T05:39:18.543Z
O92811,C438,P14787,95.3,1,2021-04-05 18:47:32,2024-05-02T05:39:18.543Z
O92812,C5473,P11185,101.72,0,2021-05-22 08:26:29,2024-05-02T05:39:18.543Z
O92813,C3807,P9741,3.89,1,2021-03-02 21:29:09,2024-05-02T05:39:18.543Z
O92814,C4757,P6930,101.07,1,2020-03-03 06:11:28,2024-05-02T05:39:18.543Z
O92815,C8564,P10348,19.34,1,2021-03-02 21:57:58,2024-05-02T05:39:18.543Z
O92816,C7486,P814,55.12,1,2020-07-29 21:09:46,2024-05-02T05:39:18.543Z
O92817,C3905,P3969,21.0,0,2020-10-07 10:16:57,2024-05-02T05:39:18.543Z
O92818,C2752,P10454,52.91,1,2021-01-12 21:36:27,2024-05-02T05:39:18.543Z
O92819,C8039,P5618,19.72,0,2020-06-30 10:01:46,2024-05-02T05:39:18.543Z
O92820,C4380,P8533,28.32,0,2021-01-19 19:18:56,2024-05-02T05:39:18.543Z
O92821,C7958,P13730,53.74,0,2020-06-09 19:08:25,2024-05-02T05:39:18.543Z
O92822,C1603,P13581,67.52,1,2021-01-08 16:00:24,2024-05-02T05:39:18.543Z
O92823,C5691,P13438,84.12,0,2020-01-15 02:57:30,2024-05-02T05:39:18.543Z
O92824,C8469,P4444,15.11,0,2020-06-04 01:49:57,2024-05-02T05:39:18.543Z
O92825,C4423,P15360,20.38,1,2021-05-13 13:32:28,2024-05-02T05:39:18.543Z
O92826,C6569,P16795,9.78,1,2020-03-05 12:49:12,2024-05-02T05:39:18.543Z
O92827,C9561,P5714,30.55,1,2020-12-08 15:43:18,2024-05-02T05:39:18.543Z
O92828,C1434,P15143,74.64,0,2021-05-30 03:40:28,2024-05-02T05:39:18.543Z
O92829,C90,P6129,59.84,0,2020-09-15 02:49:30,2024-05-02T05:39:18.543Z
O92830,C9975,P2728,81.18,1,2020-01-17 20:46:06,2024-05-02T05:39:18.543Z
O92831,C836,P11234,51.49,0,2020-07-30 21:12:35,2024-05-02T05:39:18.544Z
O92832,C5290,P299,54.81,0,2021-04-28 07:02:22,2024-05-02T05:39:18.544Z
O92833,C2115,P13480,53.08,0,2020-07-30 18:14:24,2024-05-02T05:39:18.544Z
O92834,C1394,P11915,92.11,1,2020-08-16 05:22:05,2024-05-02T05:39:18.544Z
O92835,C8080,P11745,95.03,1,2021-03-27 00:25:57,2024-05-02T05:39:18.544Z
O92836,C77,P7740,83.41,1,2020-06-27 20:23:36,2024-05-02T05:39:18.544Z
O92837,C3599,P9954,5.12,1,2020-10-29 01:15:26,2024-05-02T05:39:18.544Z
O92838,C9256,P4474,39.71,1,2021-01-03 20:35:15,2024-05-02T05:39:18.544Z
O92839,C5067,P13768,40.02,1,2021-02-16 23:47:44,2024-05-02T05:39:18.544Z
O92840,C6883,P7982,21.26,1,2020-12-03 04:08:55,2024-05-02T05:39:18.544Z
O92841,C6830,P11146,36.8,1,2021-01-31 03:21:21,2024-05-02T05:39:18.544Z
O92842,C3900,P16336,90.29,0,2020-05-02 02:52:04,2024-05-02T05:39:18.544Z
O92843,C2343,P13957,4.31,0,2020-05-16 23:15:07,2024-05-02T05:39:18.544Z
O92844,C4225,P14086,36.45,1,2020-08-18 03:03:56,2024-05-02T05:39:18.544Z
O92845,C7335,P14682,59.44,1,2020-02-11 05:41:03,2024-05-02T05:39:18.544Z
O92846,C9835,P12588,42.03,1,2021-04-21 17:56:17,2024-05-02T05:39:18.544Z
O92847,C1259,P13758,56.81,1,2020-06-13 05:27:36,2024-05-02T05:39:18.544Z
O92848,C3571,P7574,85.47,0,2020-07-22 04:20:08,2024-05-02T05:39:18.544Z
O92849,C9545,P14299,1.6600000000000001,0,2020-07-22 06:09:56,2024-05-02T05:39:18.544Z
O92850,C5897,P11166,18.37,0,2020-10-01 10:19:35,2024-05-02T05:39:18.544Z
O92851,C3829,P15344,80.29,1,2021-03-17 23:09:00,2024-05-02T05:39:18.544Z
O92852,C4102,P2709,86.98,1,2020-07-17 01:56:41,2024-05-02T05:39:18.544Z
O92853,C6232,P5745,89.99,0,2020-10-17 04:24:04,2024-05-02T05:39:18.544Z
O92854,C83,P6971,73.06,0,2021-05-14 14:09:43,2024-05-02T05:39:18.544Z
O92855,C3404,P10459,66.09,1,2020-03-27 04:03:15,2024-05-02T05:39:18.544Z
O92856,C612,P3304,30.1,1,2020-10-20 11:32:38,2024-05-02T05:39:18.544Z
O92857,C1180,P5211,28.9,1,2021-04-03 22:20:57,2024-05-02T05:39:18.544Z
O92858,C2272,P1205,54.22,1,2020-04-13 13:25:34,2024-05-02T05:39:18.544Z
O92859,C9188,P4971,45.19,1,2020-09-06 17:02:43,2024-05-02T05:39:18.544Z
O92860,C4291,P3547,73.94,0,2021-05-20 07:55:33,2024-05-02T05:39:18.544Z
O92861,C8706,P8918,73.79,0,2021-02-14 06:26:46,2024-05-02T05:39:18.544Z
O92862,C7753,P7664,57.94,1,2020-12-22 18:56:53,2024-05-02T05:39:18.544Z
O92863,C5686,P2505,22.44,0,2021-05-07 12:28:23,2024-05-02T05:39:18.544Z
O92864,C8629,P14950,37.39,1,2020-11-27 21:47:39,2024-05-02T05:39:18.544Z
O92865,C8035,P1836,69.59,0,2020-03-31 20:49:46,2024-05-02T05:39:18.544Z
O92866,C6420,P14253,45.09,0,2021-01-28 16:15:48,2024-05-02T05:39:18.544Z
O92867,C2423,P6438,65.85,0,2020-05-21 18:52:48,2024-05-02T05:39:18.544Z
O92868,C6352,P11128,94.1,0,2021-05-12 20:05:10,2024-05-02T05:39:18.544Z
O92869,C2668,P1522,101.39,0,2020-03-11 11:53:27,2024-05-02T05:39:18.544Z
O92870,C2512,P15558,44.51,0,2021-03-16 04:44:25,2024-05-02T05:39:18.544Z
O92871,C3254,P15052,101.16,1,2021-03-28 01:57:36,2024-05-02T05:39:18.544Z
O92872,C9238,P15893,4.93,0,2021-05-06 19:54:56,2024-05-02T05:39:18.544Z
O92873,C9179,P15443,2.5300000000000002,1,2021-02-14 10:02:38,2024-05-02T05:39:18.544Z
O92874,C590,P1137,16.35,0,2021-02-04 15:34:39,2024-05-02T05:39:18.544Z
O92875,C5152,P8707,59.08,0,2021-01-29 03:49:06,2024-05-02T05:39:18.544Z
O92876,C1675,P10991,75.19,0,2020-01-13 06:48:11,2024-05-02T05:39:18.544Z
O92877,C741,P7436,17.06,0,2020-12-12 00:30:41,2024-05-02T05:39:18.544Z
O92878,C4679,P6417,14.16,1,2021-01-22 13:12:43,2024-05-02T05:39:18.544Z
O92879,C7737,P9462,83.81,1,2020-10-16 23:41:51,2024-05-02T05:39:18.544Z
O92880,C9096,P8505,77.2,1,2020-08-21 05:06:18,2024-05-02T05:39:18.544Z
O92881,C9998,P4557,88.88,1,2020-03-13 05:22:05,2024-05-02T05:39:18.544Z
O92882,C1872,P15196,93.06,1,2020-12-29 19:59:45,2024-05-02T05:39:18.544Z
O92883,C4390,P704,37.17,1,2021-04-16 04:58:24,2024-05-02T05:39:18.544Z
O92884,C2875,P6249,34.28,1,2020-05-30 21:02:26,2024-05-02T05:39:18.544Z
O92885,C1553,P464,29.71,1,2020-10-18 01:13:23,2024-05-02T05:39:18.544Z
O92886,C8021,P3355,21.5,1,2020-05-19 06:34:46,2024-05-02T05:39:18.544Z
O92887,C7089,P6732,32.05,1,2020-04-23 15:51:02,2024-05-02T05:39:18.544Z
O92888,C8756,P2588,10.93,0,2020-03-29 01:08:53,2024-05-02T05:39:18.544Z
O92889,C3718,P1065,88.46,1,2020-01-02 04:58:55,2024-05-02T05:39:18.544Z
O92890,C487,P1710,21.93,0,2020-01-10 05:27:28,2024-05-02T05:39:18.544Z
O92891,C6239,P15008,51.23,1,2020-03-27 04:42:23,2024-05-02T05:39:18.544Z
O92892,C2059,P3230,6.79,0,2020-07-02 11:03:40,2024-05-02T05:39:18.544Z
O92893,C8447,P15351,15.97,1,2020-02-11 18:17:33,2024-05-02T05:39:18.544Z
O92894,C8000,P9458,25.11,0,2020-04-26 05:00:16,2024-05-02T05:39:18.544Z
O92895,C762,P7464,16.19,0,2020-07-18 15:17:06,2024-05-02T05:39:18.544Z
O92896,C2729,P11551,29.59,1,2021-04-18 13:19:39,2024-05-02T05:39:18.544Z
O92897,C1001,P7066,62.91,1,2020-10-08 14:37:19,2024-05-02T05:39:18.544Z
O92898,C4421,P144,101.64,1,2020-03-03 11:07:44,2024-05-02T05:39:18.544Z
O92899,C6561,P3274,30.08,0,2021-04-16 05:29:49,2024-05-02T05:39:18.544Z
O92900,C2016,P2948,44.49,1,2020-09-15 01:06:28,2024-05-02T05:39:18.544Z
O92901,C1375,P16081,12.44,0,2020-07-30 06:53:02,2024-05-02T05:39:18.545Z
O92902,C8218,P14321,92.92,0,2021-03-03 14:04:47,2024-05-02T05:39:18.545Z
O92903,C1030,P2480,87.74,1,2020-02-06 07:51:48,2024-05-02T05:39:18.545Z
O92904,C5460,P5913,75.61,1,2021-03-16 03:53:08,2024-05-02T05:39:18.545Z
O92905,C1854,P16661,6.96,1,2020-09-05 10:30:14,2024-05-02T05:39:18.545Z
O92906,C7339,P14986,47.24,1,2020-02-20 05:41:02,2024-05-02T05:39:18.545Z
O92907,C7920,P16787,53.46,1,2021-02-18 15:23:40,2024-05-02T05:39:18.545Z
O92908,C9767,P8683,74.91,1,2020-08-05 19:04:42,2024-05-02T05:39:18.545Z
O92909,C5056,P2825,59.73,1,2021-02-08 14:32:07,2024-05-02T05:39:18.545Z
O92910,C5389,P11010,26.47,1,2020-12-13 08:04:42,2024-05-02T05:39:18.545Z
O92911,C2530,P16828,57.99,1,2021-02-05 01:17:50,2024-05-02T05:39:18.545Z
O92912,C8129,P13116,56.49,1,2020-09-14 07:51:29,2024-05-02T05:39:18.545Z
O92913,C5982,P8693,43.64,1,2020-08-09 23:01:14,2024-05-02T05:39:18.545Z
O92914,C4727,P11212,6.66,0,2020-09-28 11:40:50,2024-05-02T05:39:18.545Z
O92915,C6023,P5992,18.16,1,2020-03-04 03:27:17,2024-05-02T05:39:18.545Z
O92916,C8282,P316,56.87,1,2021-01-06 14:44:20,2024-05-02T05:39:18.545Z
O92917,C2320,P10936,7.99,1,2021-04-18 04:36:25,2024-05-02T05:39:18.545Z
O92918,C19,P4669,43.55,1,2020-03-14 17:27:42,2024-05-02T05:39:18.545Z
O92919,C522,P9625,77.45,0,2020-09-12 16:20:31,2024-05-02T05:39:18.545Z
O92920,C5364,P16966,52.26,0,2021-04-21 23:03:58,2024-05-02T05:39:18.545Z
O92921,C1798,P13268,67.0,0,2021-04-06 12:56:58,2024-05-02T05:39:18.545Z
O92922,C4395,P1682,38.69,1,2020-10-14 09:14:47,2024-05-02T05:39:18.545Z
O92923,C7068,P1147,48.32,1,2020-08-24 06:52:46,2024-05-02T05:39:18.545Z
O92924,C1858,P796,24.07,0,2021-02-14 06:49:06,2024-05-02T05:39:18.545Z
O92925,C2264,P8529,41.41,1,2021-03-22 22:53:24,2024-05-02T05:39:18.545Z
O92926,C3857,P10568,9.85,1,2021-05-25 04:55:15,2024-05-02T05:39:18.545Z
O92927,C2981,P8513,26.77,1,2020-06-24 23:19:48,2024-05-02T05:39:18.545Z
O92928,C8451,P9711,16.79,0,2020-06-30 00:25:10,2024-05-02T05:39:18.545Z
O92929,C148,P15523,44.77,1,2021-01-27 15:57:45,2024-05-02T05:39:18.545Z
O92930,C6085,P9981,11.27,0,2020-03-20 11:04:56,2024-05-02T05:39:18.545Z
O92931,C7685,P7486,99.53,1,2021-03-16 20:11:47,2024-05-02T05:39:18.545Z
O92932,C1282,P14131,76.68,1,2020-10-08 17:35:08,2024-05-02T05:39:18.545Z
O92933,C6666,P14982,95.27,0,2020-06-05 06:57:01,2024-05-02T05:39:18.545Z
O92934,C3344,P9256,3.48,1,2021-02-16 14:52:39,2024-05-02T05:39:18.545Z
O92935,C7632,P12987,35.53,1,2021-04-23 04:59:42,2024-05-02T05:39:18.545Z
O92936,C7984,P14879,37.75,0,2020-10-01 22:30:44,2024-05-02T05:39:18.545Z
O92937,C8169,P16134,5.78,0,2021-04-10 02:46:47,2024-05-02T05:39:18.545Z
O92938,C2250,P1398,97.53,1,2020-08-23 14:39:46,2024-05-02T05:39:18.545Z
O92939,C4192,P14174,27.24,0,2020-12-30 20:03:13,2024-05-02T05:39:18.545Z
O92940,C2969,P3153,92.27,1,2020-09-25 01:44:09,2024-05-02T05:39:18.545Z
O92941,C9237,P8575,14.03,1,2020-02-14 12:43:19,2024-05-02T05:39:18.545Z
O92942,C6160,P5289,86.79,1,2021-01-14 22:14:54,2024-05-02T05:39:18.545Z
O92943,C358,P9798,25.24,0,2020-06-12 08:38:30,2024-05-02T05:39:18.545Z
O92944,C7975,P4421,99.32,1,2021-01-26 10:01:35,2024-05-02T05:39:18.545Z
O92945,C7374,P16913,49.26,1,2020-08-21 06:58:33,2024-05-02T05:39:18.545Z
O92946,C7903,P3101,73.1,1,2020-01-07 05:30:39,2024-05-02T05:39:18.545Z
O92947,C3168,P12426,22.55,1,2021-04-26 15:38:31,2024-05-02T05:39:18.545Z
O92948,C7909,P3687,50.33,0,2021-05-03 08:14:41,2024-05-02T05:39:18.545Z
O92949,C9075,P6182,33.19,0,2020-09-30 12:06:52,2024-05-02T05:39:18.545Z
O92950,C877,P15553,30.25,1,2021-03-20 07:23:17,2024-05-02T05:39:18.545Z
O92951,C9535,P10293,94.51,1,2020-05-08 19:02:58,2024-05-02T05:39:18.545Z
O92952,C3018,P16009,50.83,0,2020-01-10 20:57:48,2024-05-02T05:39:18.545Z
O92953,C3894,P2126,44.34,0,2020-08-26 21:12:06,2024-05-02T05:39:18.545Z
O92954,C5101,P4900,93.66,0,2021-01-03 17:11:27,2024-05-02T05:39:18.545Z
O92955,C1750,P10003,37.99,1,2020-03-24 20:58:55,2024-05-02T05:39:18.545Z
O92956,C2351,P2598,45.19,0,2020-12-31 13:54:32,2024-05-02T05:39:18.545Z
O92957,C9720,P221,90.63,0,2020-02-13 08:57:39,2024-05-02T05:39:18.545Z
O92958,C5382,P2672,94.4,0,2020-07-20 19:26:46,2024-05-02T05:39:18.545Z
O92959,C7625,P12909,57.83,0,2020-07-06 03:51:07,2024-05-02T05:39:18.545Z
O92960,C6575,P11531,28.26,1,2020-08-18 10:17:54,2024-05-02T05:39:18.545Z
O92961,C5657,P5200,25.93,1,2020-05-08 06:18:37,2024-05-02T05:39:18.545Z
O92962,C777,P1730,33.45,1,2020-04-16 06:15:45,2024-05-02T05:39:18.545Z
O92963,C3394,P13022,93.64,1,2021-03-07 12:24:46,2024-05-02T05:39:18.545Z
O92964,C629,P14034,12.91,0,2020-02-21 06:46:38,2024-05-02T05:39:18.545Z
O92965,C6318,P15629,13.66,1,2020-01-21 01:27:39,2024-05-02T05:39:18.545Z
O92966,C359,P4137,14.23,0,2020-07-10 08:59:46,2024-05-02T05:39:18.545Z
O92967,C9254,P15723,89.01,1,2020-04-11 07:02:26,2024-05-02T05:39:18.545Z
O92968,C5436,P6995,86.26,1,2020-04-01 16:33:27,2024-05-02T05:39:18.545Z
O92969,C3244,P9875,61.54,1,2020-01-14 22:22:43,2024-05-02T05:39:18.545Z
O92970,C7413,P14852,9.4,1,2020-11-02 01:38:16,2024-05-02T05:39:18.545Z
O92971,C8060,P2710,52.12,1,2020-03-09 03:50:59,2024-05-02T05:39:18.545Z
O92972,C1374,P14368,65.38,1,2021-05-01 01:48:48,2024-05-02T05:39:18.545Z
O92973,C3786,P12271,94.97,1,2021-03-29 10:01:11,2024-05-02T05:39:18.546Z
O92974,C3018,P12094,96.39,1,2021-01-03 08:49:11,2024-05-02T05:39:18.546Z
O92975,C4075,P16878,96.18,1,2020-05-07 08:58:23,2024-05-02T05:39:18.546Z
O92976,C9243,P11051,54.98,1,2020-10-11 22:06:37,2024-05-02T05:39:18.546Z
O92977,C1110,P5118,7.21,1,2021-03-23 22:07:59,2024-05-02T05:39:18.546Z
O92978,C5484,P7120,37.27,1,2020-09-26 01:16:17,2024-05-02T05:39:18.546Z
O92979,C9763,P9444,49.56,0,2020-01-11 16:57:13,2024-05-02T05:39:18.546Z
O92980,C9434,P4450,28.67,1,2020-09-24 22:07:26,2024-05-02T05:39:18.546Z
O92981,C1458,P11488,8.42,0,2020-04-30 21:57:43,2024-05-02T05:39:18.546Z
O92982,C5366,P1811,47.31,0,2020-03-11 00:15:05,2024-05-02T05:39:18.546Z
